song_id,track_id,title,artist,version,url
001,001_1,Mantan Terindah,Kahitna,original,https://youtu.be/79f6qfIQNbs?si=KpN1nwGmOZkkmTr3
001,001_2,Mantan Terindah,Raisa,cover,https://youtu.be/IU2zzccgNLA?si=nn76Cq9uMET2zJrB
001,001_3,Mantan Terindah,Kevin Aprilio & Vicy Melanie,cover_2,https://www.youtube.com/watch?v=5ITc3K9moqA
001,001_4,Mantan Terindah,Vero April,cover_3,https://www.youtube.com/watch?v=HA6TkKvG6BA
002,002_1,Listen to Your Heart,Roxette,original,https://youtu.be/WFUyvXPVCGE?si=1QiktTiFdbu63V3A
002,002_2,Listen to Your Heart,Sing It Live,cover,https://youtu.be/im38vMfxp74?si=fcpatuIuH0U-o66e
002,002_3,Listen to Your Heart,Tommy Johansson,cover_2,https://www.youtube.com/watch?v=Ks0WbREQ7JM
003,003_1,Tell It to My Heart,Taylor Dayne,original,https://youtu.be/TQEGZi7dEhs?si=F-mqml0bn_Mz-3uN
003,003_2,Tell It to My Heart,Sing It Live,cover,https://youtu.be/oqBnLJczPVQ?si=8k1maTbwNtMTVmqf
004,004_1,Like A Virgin,Madonna,original,https://youtu.be/oC-0K2Dm5XQ?si=7V8HqSX_Xn9J_Ccy
004,004_2,Like A Virgin,Sing It Live,cover,https://youtu.be/U_73nNFll_w?si=TuyvZ6Nliglfh34N 
005,005_1,Creep,Radiohead,original,https://youtu.be/XFkzRNyygfk?si=H43jfHXx9EdKKqDR
005,005_2,Creep,IMY2,cover,https://youtu.be/dRIS77mu5xM?si=7ctLufbSeu9Ji9H8
005,005_3,Creep,Daniela Andrade,cover_2,https://www.youtube.com/watch?v=DDjlaN-X8-0
005,005_4,Creep,chloe moriondo,cover_3,https://www.youtube.com/watch?v=ixlC5Uthyfo
006,006_1,Let's Get Loud,Jennifer Lopez,original,https://youtu.be/8R7Tw1XOmXI?si=NLEDboWerC35F4j3
006,006_2,Let's Get Loud,Sing It Live,cover,https://youtu.be/aGT5Yq-vkqw?si=SVCRrHyiPUR6nBfJ
007,007_1,You Sexy Thing,Hot Chocolate,original,https://youtu.be/iD4ympXPrWs?si=Zxh8Su02xm8lbQ8m
007,007_2,You Sexy Thing,Sing It Live,cover,https://youtu.be/VZy0wVdD0i0?si=3OU7Sh5xpp4MPYqC
008,008_1,Status Palsu,Vidi Aldiano,original,https://youtu.be/26J0K26GxCg?si=RfzaoVoTIwk5tnka
008,008_2,Status Palsu,Lalahuta,cover,https://youtu.be/aMGQkRWZ0jc?si=gHwYyaWFsthR0yOH
009,009_1,Feel,Robbie Williams,original,https://youtu.be/m9JlqyW_GAk?si=2lcfKODV3cuvnnID
009,009_2,Feel,Sing It Live,cover,https://youtu.be/dfb0EDgeuco?si=6_SK1QBbMkDnOoFI
009,009_3,Feel,ginster31,cover_2,https://www.youtube.com/watch?v=NBtNG3paJgs
009,009_4,Feel,Valerio Carboni,cover_3,https://www.youtube.com/watch?v=BGjWBN0tgBo
010,010_1,Jolene,Dolly Parton,original,https://youtu.be/Ixrje2rXLMA?si=isZDDSDZB4QefBdS
010,010_2,Jolene,IMY2,cover,https://youtu.be/gvhgSNj-_Vs?si=4ce4JKRMO-WWfl45
010,010_3,Jolene,Emily Joy,cover_2,https://www.youtube.com/watch?v=Z9_oP89Ez-k
010,010_4,Jolene,Colm R. McGuinness,cover_3,https://www.youtube.com/watch?v=V_Oy2VmxN_I
011,011_1,Hit Me With Your Best Shot ,Pat Benatar,original,https://youtu.be/JRD80XRMT7s?si=8EpTaUrq5YwMk2Yi
011,011_2,Hit Me With Your Best Shot ,Sing It Live,cover,https://youtu.be/WwKpowgwUfY?si=j7kFkeOYC3ITx4Mg
012,012_1,All I Want For Christmas Is You,Mariah Carey,original,https://youtu.be/RmUWWVZw28E?si=9l1Wi2EkH67qwBKG
012,012_2,All I Want For Christmas Is You,HSCC,cover,https://youtu.be/uiulAGiGAyE?si=K4POn-072j2GvkPh
013,013_1,Hanya Rindu,Andmesh Kamaleng,original,https://youtu.be/voWTdEgSDZ4?si=1mXrxSi2xnW6i1Ka
013,013_2,Hanya Rindu,Alexandra Porat,cover,https://youtu.be/C0GsRz9EscM?si=4GFK2FgeDdzeHnLg
013,013_3,Hanya Rindu,chintya gabriella,cover_2,https://www.youtube.com/watch?v=aAf4fUFlw_I
013,013_4,Hanya Rindu,Felix Official,cover_3,https://www.youtube.com/watch?v=amj1xvVjL64
014,014_1,You Are The Reason,Calum Scott,original,https://youtu.be/ShZ978fBl6Y?si=8tkVVDZp2B1UQKnB
014,014_2,You Are The Reason,Alexandra Porat,cover,https://youtu.be/ezcdE4lPpq8?si=QDAdurvY5z7zkmZe
014,014_3,You Are The Reason,Rilind Halitaj,cover_2,https://www.youtube.com/watch?v=JShuzMwDc-w
015,015_1,Jealous,Labrinth,original,https://youtu.be/50VWOBi0VFs?si=CB4a_nf1nNiQxz0x
015,015_2,Jealous,Alexandra Porat,cover,https://youtu.be/5umipUhBSng?si=icjftKFmjjTspAg8
015,015_3,Jealous,Judika Entertainment ,cover_2,https://www.youtube.com/watch?v=UkzFMSDALz4
015,015_4,Jealous,Taps Mugadza,cover_3,https://www.youtube.com/watch?v=dqKEnXkZ0OQ
016,016_1,Fix You,Coldplay,original,https://youtu.be/bzRMneypG04?si=1evnKlRYqC3Q1cPr
016,016_2,Fix You,Alexandra Porat,cover,https://youtu.be/2dX_TO2S67I?si=n_aB1lpjKqpCK67t
016,016_3,Fix You,Boyce Avenue,cover_2,https://www.youtube.com/watch?v=T9ETxBHYBAU
016,016_4,Fix You,Fearless Soul,cover_3,https://www.youtube.com/watch?v=SsBNDryJYSs
017,017_1,Dancing On My Own,Calum Scott,original,https://youtu.be/nnQMd5ugUR8?si=GLEJyLelEomT2hzW
017,017_2,Dancing On My Own,Alexandra Porat,cover,https://youtu.be/H594FzavVjY?si=H0sb33vNuoZfdgGD
018,018_1,In My Blood,Shawn Mendes,original,https://youtu.be/36tggrpRoTI?si=gLeVpuSYVcpjdbFB
018,018_2,In My Blood,Alexandra Porat,cover,https://youtu.be/ENkUxR6l2Tg?si=H6Vz15djehvfz4Ov
019,019_1,You Don't Know How It Feels,Tom Petty,original,https://youtu.be/ygfA1A45tn8?si=pxTA8hvaUekBgYq7
019,019_2,You Don't Know How It Feels,IMY2,cover,https://youtu.be/h-vfhcNjDDQ?si=ez6GU2glFZ576hMr
020,020_1,Hand In My Pocket,Alanis Morisette,original,https://youtu.be/RtJ6mRO9WeY?si=2476BKDnqaflD5mi
020,020_2,Hand In My Pocket,IMY2,cover,https://youtu.be/egKm0S1goxw?si=UPwRuy5hBfxVKtZ_
021,021_1,Dynamite,BTS,original,https://youtu.be/Mzk6KkyxXC8?si=mVOlMZL9F4SYoOen
021,021_2,Dynamite,IMY2,cover,https://youtu.be/ogKHU7vdmkY?si=tk6ief2DCBBRLCfE
022,022_1,Drive,Incubus,original,https://youtu.be/xacQTfTRWA4?si=xrmwhjFuU8rfmH3N
022,022_2,Drive,IMY2,cover,https://youtu.be/4DW5iqicfK8?si=-5Tv1a7SL-XyocRR
022,022_3,Drive,Boyce Avenue,cover_2,https://www.youtube.com/watch?v=PfAh3uDXWEo
022,022_4,Drive,Joshua Kenson,cover_3,https://www.youtube.com/watch?v=1xUSu3TERrU
023,023_1,Crazy,Gnarls Barkley,original,https://youtu.be/-N4jf6rtyuw?si=Mx3-ojHqD0nFLoSV
023,023_2,Crazy,IMY2,cover,https://youtu.be/lp5RBIPtwP0?si=d6q1bV8ywInVjMNS
023,023_3,Crazy,Scary Pockets,cover_2,https://www.youtube.com/watch?v=JZQzAWzSsn4
024,024_1,Someone Like You,Adele,original,https://youtu.be/hLQl3WQQoQ0?si=a_zrLkx9stGGO1hn
024,024_2,Someone Like You,IMY2,cover,https://youtu.be/qIuPgPyTNKE?si=Fy--EX08qI0NpIa_
024,024_3,Someone Like You,Boyce Avenue,cover_2,https://www.youtube.com/watch?v=HzC2-GJu1Q8
024,024_4,Someone Like You,Walk off the Earth,cover_3,https://www.youtube.com/watch?v=2U0NFgoNI7s
025,025_1,Oh! Darling,The Beatles,original,https://youtu.be/9BznFjbcBVs?si=Oek0mM6EOhEy61k0
025,025_2,Oh! Darling,IMY2,cover,https://youtu.be/dLq3kfSdmFw?si=p0oIapU4sIcHno05
026,026_1,Kiss Me,Sixpence None The Richer,original,https://youtu.be/Jnq9wPDoDKg?si=SNYiu8C-tknPKr1x
026,026_2,Kiss Me,IMY2,cover,https://youtu.be/M507F0cw3c0?si=Ab-Icr1ZDb7uVbZV
026,026_3,Kiss Me,Scary Pockets,cover_2,https://www.youtube.com/watch?v=XtqlesJs-aU
026,026_4,Kiss Me,Missioned Souls,cover_3,https://www.youtube.com/watch?v=_hdNsjrarK8
027,027_1,Billie Jean,Michael Jackson,original,https://youtu.be/QRidtXn0u7k?si=EORaz0u-yRuV6YmY
027,027_2,Billie Jean,IMY2,cover,https://youtu.be/qCaMTRFS3b4?si=GPUUitdokTsZgolD
027,027_3,Billie Jean,Allie Sherlock,cover_2,https://www.youtube.com/watch?v=WcWA1LoeWU4
027,027_4,Billie Jean,The Hindley Street Country Club,cover_3,https://www.youtube.com/watch?v=LV7Ooqxgq5s
028,028_1,Dreams,Fleetwood Mac,original,https://youtu.be/5oWyMakvQew?si=JoN6IDC0I1CLg7Bd
028,028_2,Dreams,IMY2,cover,https://youtu.be/squUspb3veg?si=u1FJO4fnN4Wv8_2L
028,028_3,Dreams,Lanie Gardner,cover_2,https://www.youtube.com/watch?v=V1LhC1zGouc
028,028_4,Dreams,Dana Williams,cover_3,https://www.youtube.com/watch?v=u9UFhEifTEg
029,029_1,Dreams,The Cranberries,original,https://youtu.be/Yam5uK6e-bQ?si=_0aZ4mxQtaGyi8qU
029,029_2,Dreams,IMY2,cover,https://youtu.be/adOTBxJWNLw?si=qXs7OEBzF57J6ZDk
029,029_3,Dreams,Allie Sherlock,cover_2,https://www.youtube.com/watch?v=5UuPW5qaZek
029,029_4,Dreams,towerxoverxme,cover_3,https://www.youtube.com/watch?v=J0SOnswyf54
030,030_1,Good Thing,"Zedd, Kehlani",original,https://youtu.be/VzU63aN0Lno?si=spmmps1aDEwZFMyF
030,030_2,Good Thing,IMY2,cover,https://youtu.be/SgxPaLNI3a0?si=1FrpjgNDDM9opsje
031,031_1,As It Was,Harry Styles,original,https://youtu.be/Qfm6nfz1QNQ?si=zVeV1bxN6Q7HwA1p
031,031_2,As It Was,IMY2,cover,https://youtu.be/yFYqnUoMRBc?si=b3ooCebOCHDLCvhw
032,032_1,If It Makes You Happy,Sheryl Crow,original,https://youtu.be/gxwiz34YHkw?si=1PsYeVVq2HsynF7k
032,032_2,If It Makes You Happy,IMY2,cover,https://youtu.be/nFebjghG2g4?si=obae3E_M3NruiKjn
033,033_1,YYZ,Rush,original,https://www.youtube.com/watch?v=ftVTWDrtrlc
033,033_2,YYZ,YOYOKA,cover,https://www.youtube.com/watch?v=lGETWi1QufE
033,033_3,YYZ,sina-drums,cover_2,https://www.youtube.com/watch?v=X-HWQvtFcgk
033,033_4,YYZ,Paulie Z,cover_3,https://www.youtube.com/watch?v=01TjB-x6ibo
034,034_1,Beautiful Soul,Jesse McCartney,original,https://youtu.be/xZATFChYEno?si=dKkOxMLQPh5C17_y\
034,034_2,Beautiful Soul,IMY2,cover,https://youtu.be/D3d0lKyXCjM?si=EkL8HlaSK_F66D6v
034,034_3,Beautiful Soul,Boyce Avenue,cover_2,https://www.youtube.com/watch?v=T7iiwsT5hWg
034,034_4,Beautiful Soul,Jonah Baker,cover_3,https://www.youtube.com/watch?v=b-8PIjJeTZY
035,035_1,Your Love,Jim Brickman,original,https://youtu.be/cObxv0FPErs?si=rREjOPIr2T3kIVZj
035,035_2,Your Love,Missioned Souls,cover,https://youtu.be/Sd1sehYlQeQ?si=HO7yBE6rGDojdMrD
036,036_1,Flowers,Miley Cyrus,original,https://youtu.be/iawgB2CDCrw?si=ifWJnrCqrW8cSA01
036,036_2,Flowers,IMY2,cover,https://youtu.be/DPGuz_bDPiA?si=VxvA-XNPUWbdvcmo
036,036_3,Flowers,i-dle (아이들),cover_2,https://www.youtube.com/watch?v=0X4XGrK_PwM
036,036_4,Flowers,Music Travel Love,cover_3,https://www.youtube.com/watch?v=0i1-ie6al7U
037,037_1,Stuck With U,Ariana Grande ft Justin Bieber,original,https://youtu.be/h2jvHynuMjI?si=1cqgZx0QslcNuw8Q
037,037_2,Stuck With U,IMY2,cover,https://youtu.be/Vr2M8jKTrAs?si=mejOlz4-N5yP0W8y
037,037_3,Stuck With U,ItsAMoney,cover_2,https://www.youtube.com/watch?v=FWP-IBVJUtQ
038,038_1,Someone You Loved,Lewis Capaldi,original,https://youtu.be/zABLecsR5UE?si=f7A73LadsrZZgnak
038,038_2,Someone You Loved,IMY2,cover,https://youtu.be/IxJuYOW2WxE?si=hzEVGzhgdAZ2VKnO\
038,038_3,Someone You Loved,Brittany Maggs,cover_2,https://www.youtube.com/watch?v=HQjMa28UsrI
038,038_4,Someone You Loved,Boyce Avenue,cover_3,https://www.youtube.com/watch?v=UzFmpDSxhwM
039,039_1,Love Song,Sara Bareilles,original,https://youtu.be/--F4300T_is?si=ImDPAopdJbMsiq9W
039,039_2,Love Song,IMY2,cover,https://youtu.be/85Fb_f2siLo?si=wo0FoHOggxVs-QJX
040,040_1,Sweet Dreams,Eurythmics,original,https://youtu.be/bG9z-atG7gc?si=rZOCoo9kYJuERPuv
040,040_2,Sweet Dreams,IMY2,cover,https://youtu.be/GzDqOPPq1Ac?si=8vW3niMS6O8xsP4h
040,040_3,Sweet Dreams,Toni Lindgren,cover_2,https://www.youtube.com/watch?v=jMfe7j-iMzI
040,040_4,Sweet Dreams,pellekofficial,cover_3,https://www.youtube.com/watch?v=hUU1CJ0v6LE
041,041_1,Breathless,The Corrs,original,https://youtu.be/3vCkwTHAiX4?si=I3zGklQChN5PGcBD
041,041_2,Breathless,IMY2,cover,https://youtu.be/BH3T5aMHc9I?si=fkf6ljdsEVWXUG8Q
042,042_1,Complicated,Avril Lavigne,original,https://youtu.be/5eGbnVlRcRg?si=kyoaM9tlWLfXCQu8
042,042_2,Complicated,IMY2,cover,https://youtu.be/146BeQqK5Nc?si=vOLwI4n3G-amZJTT
042,042_3,Complicated,First To Eleven,cover_2,https://www.youtube.com/watch?v=wU9IUihmmtE
042,042_4,Complicated,Andie Case,cover_3,https://www.youtube.com/watch?v=KmpHkVuKUOo
043,043_1,If I Ain't Got You,Alicia Keys,original,https://youtu.be/P1pIzbHC1Z4?si=L222rraYeR4086an
043,043_2,If I Ain't Got You,IMY2,cover,https://youtu.be/f7SHsxOWpO4?si=3AXmv-aYg7Rt6Z-y
044,044_1,Blackbird,The Beatles,original,https://youtu.be/Man4Xw8Xypo?si=f5NhCKRdAN9rehdj
044,044_2,Blackbird,IMY2,cover,https://youtu.be/Ar-k6K8PWF4?si=clS7etMtlykTjbhF
044,044_3,Blackbird,MunsonGuitarSongs,cover_2,https://www.youtube.com/watch?v=Ii_v_jXkDqY
044,044_4,Blackbird,MunsonMusic,cover_3,https://www.youtube.com/watch?v=2EPFtnTex9g
045,045_1,Just A Girl,No Doubt,original,https://youtu.be/PHzOOQfhPFg?si=Gb8pRUxFh6hpWHv6
045,045_2,Just A Girl,IMY2,cover,https://youtu.be/VHev_pygLdQ?si=7J005_-smuAx3BBX
046,046_1,You Oughta Know,Alanis Morisette,original,https://youtu.be/NPcyTyilmYY?si=2CgLVXpwI8zVNufQ
046,046_2,You Oughta Know,IMY2,cover,https://youtu.be/gat8d1ozuZ8?si=SvNGrLbS2Vc8dzK7
046,046_3,You Oughta Know,First To Eleven,cover_2,https://www.youtube.com/watch?v=YHG0um4R_kM
046,046_4,You Oughta Know,Violet Orlandi,cover_3,https://www.youtube.com/watch?v=Z7VHMuIosRo
047,047_1,High and Dry,Radiohead,original,https://youtu.be/7qFfFVSerQo?si=I7xNNJPbYdZka9uG
047,047_2,High and Dry,IMY2,cover,https://youtu.be/fBl6xrPAwRc?si=_T0KIf5v4B-SU7Ci
048,048_1,What's Up,4 Non Blondes,original,https://youtu.be/6NXnxTNIWkc?si=xWz2YU4YKgIB-sOH
048,048_2,What's Up,IMY2,cover,https://youtu.be/tLK30bExth4?si=7_8HdNHSGFD2Hv0N
049,049_1,Sex on Fire,Kings of Leon,original,https://youtu.be/S0NIlWTP0Do?si=KGq2K5o8HDTqWMWN
049,049_2,Sex on Fire,IMY2,cover,https://youtu.be/tj8z4L9bXH4?si=KiWFvtZvRUgG8GwA
050,050_1,Your Love,The Outfield,original,https://youtu.be/Z0OXRP-B200?si=5RsVeffhrRZLJlkq
050,050_2,Your Love,IMY2,cover,https://youtu.be/XKSraZigznU?si=cvWHzeadeuWUA6e1
051,051_1,The Reason,Hoobastank,original,https://youtu.be/-F9nCQtxkRw?si=kta0jz_ZZCMLTmld
051,051_2,The Reason,IMY2,cover,https://youtu.be/UMT9V9cVTFk?si=3kiCGQu9Mpe_26_W
051,051_3,The Reason,Boyce Avenue,cover_2,https://www.youtube.com/watch?v=xlMPvLwp_aE
051,051_4,The Reason,Dave Winkler,cover_3,https://www.youtube.com/watch?v=e5t_kmJT8xo
052,052_1,Apologize,One Republic,original,https://youtu.be/ZSM3w1v-A_Y?si=ygB0m4iKw_4QR6LY
052,052_2,Apologize,IMY2,cover,https://youtu.be/wOtpNFJFADY?si=3jxHjqjukVb-vdnL
052,052_3,Apologize,Boyce Avenue,cover_2,https://www.youtube.com/watch?v=7DOasai3_Vo
052,052_4,Apologize,Dave Winkler,cover_3,https://www.youtube.com/watch?v=k271u7igaZs
053,053_1,Everywhere,Michelle Branch,original,https://youtu.be/HLCasyAh7ic?si=iAmyOtMr1r11kE-C
053,053_2,Everywhere,IMY2,cover,https://youtu.be/60B13REHl4s?si=06-zHuGOCMlSkm4h
053,053_3,Everywhere,Mia Rose,cover_2,https://www.youtube.com/watch?v=Pi6i2giESNE
053,053_4,Everywhere,Samvid,cover_3,https://www.youtube.com/watch?v=6MWLaO_l1Z4
054,054_1,Rhiannon,Fleetwood Mac,original,https://youtu.be/0xGPi-Al3zQ?si=5joILWHyJNAJaG94
054,054_2,Rhiannon,IMY2,cover,https://youtu.be/LiUbDnTjXSk?si=q4BZlmNtcVHItyNU
054,054_3,Rhiannon,FRANZ Rhythm,cover_2,https://www.youtube.com/watch?v=lxdbmXcXGsc
054,054_4,Rhiannon,Katrina Cain,cover_3,https://www.youtube.com/watch?v=XJX-AjEpNYI
055,055_1,Time After Time,Cindy Lauper,original,https://youtu.be/F1mqrCTFoz4?si=lMNT4z_zYFyqbQv9
055,055_2,Time After Time,IMY2,cover,https://youtu.be/QiW_mvl4FFA?si=NpLlC1rb7njUD4pB
056,056_1,Imagine,John Lennon,original,https://youtu.be/zHxobd1WLno?si=E1cs4Jc-3NH-iQbK
056,056_2,Imagine,IMY2,cover,https://youtu.be/Py-2SDSXzkY?si=M65VTOPMj2UhRyOj
056,056_3,Imagine,Music Travel Love,cover_2,https://www.youtube.com/watch?v=T0pF2XBfs0Y
056,056_4,Imagine,Boyce Avenue,cover_3,https://www.youtube.com/watch?v=qrpvq6xef2A
057,057_1,Fade Into You,Mazzy Star,original,https://youtu.be/ImKY6TZEyrI?si=DgdPqY_Kvp-J01mj
057,057_2,Fade Into You,IMY2,cover,https://youtu.be/Bmh_WmcpCpo?si=By862Hk2VDAsKeOP
057,057_3,Fade Into You,dinosaurjnr,cover_2,https://www.youtube.com/watch?v=DMa-JuMfLzA
057,057_4,Fade Into You,Alicia Widar,cover_3,https://www.youtube.com/watch?v=mSCup_7SFZc
058,058_1,Isn't She Lovely,Stevie Wonder,original,https://youtu.be/oE56g61mW44?si=tpZcanszF6g_8Rpq
058,058_2,Isn't She Lovely,IMY2,cover,https://youtu.be/lpkixaRdBKc?si=MI6RkKJCG8Oeu-OO
059,059_1,Breakaway,Kelly Clarkson,original,https://youtu.be/c-3vPxKdj6o?si=DmQDNyMaE5Guk8Sw
059,059_2,Breakaway,IMY2,cover,https://youtu.be/z1t9RbR2gts?si=p--2KSTZQnWpQOGJ
059,059_3,Breakaway,Mia Rose,cover_2,https://www.youtube.com/watch?v=60lqUDWdP5Y
059,059_4,Breakaway,Brae Cruz,cover_3,https://www.youtube.com/watch?v=qDZqYAP0_sA
060,060_1,I Can See Clearly Now,Johnny Nash,original,https://youtu.be/b0cAWgTPiwM?si=6cGzr5SetebqFuhM
060,060_2,I Can See Clearly Now,IMY2,cover,https://youtu.be/hGTD2l0b_aA?si=jp4EVr4vLJmIl2x6
061,061_1,Brass In Pockets,Pretenders,original,https://youtu.be/E6W0clIT-zA?si=brB_P34qZev3KDCQ
061,061_2,Brass In Pockets,IMY2,cover,https://youtu.be/MHOYta-7RyA?si=v3sHpD5sPDSFpPG4
062,062_1,Torn,Natalie Imbruglia,original,https://youtu.be/NogHM5V-vuk?si=P22t5GdV9o8H1TD-
062,062_2,Torn,IMY2,cover,https://youtu.be/oRaa74N0lCg?si=64sRxXzeMZkAMqtr
